vendor_id,pickup_at,dropoff_at,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,cbd_congestion_fee
"Curb Mobility, LLC",2025-01-09T12:21:25Z,2025-01-09T12:41:27Z,1.0,2.95,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Yorkville East),Credit card,19.8,0.0,0.5,4.91,0.0,1.0,29.46,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-29T20:30:19Z,2025-01-29T20:56:36Z,1.0,8.39,Standard rate,N,Brooklyn (Sunset Park West),Brooklyn (Bushwick South),Credit card,35.74,1.0,0.5,0.0,0.0,1.0,38.24,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-01T00:36:00Z,2025-01-01T01:04:56Z,1.0,3.63,Standard rate,N,Manhattan (Union Sq),Manhattan (Lincoln Square West),Credit card,27.5,1.0,0.5,6.5,0.0,1.0,39.0,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-12T16:20:17Z,2025-01-12T16:25:29Z,1.0,1.0,Standard rate,N,Manhattan (Lincoln Square West),Manhattan (Upper West Side South),Credit card,7.2,2.5,0.5,2.2,0.0,1.0,13.4,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-09T18:54:44Z,2025-01-09T19:03:09Z,1.0,1.02,Standard rate,N,Manhattan (Midtown North),Manhattan (Lincoln Square East),Credit card,9.3,2.5,0.5,1.0,0.0,1.0,17.55,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-07T14:26:57Z,2025-01-07T14:40:43Z,1.0,1.35,Standard rate,N,Manhattan (Midtown East),Manhattan (Upper East Side South),Credit card,12.8,0.0,0.5,4.39,0.0,1.0,21.94,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-17T09:37:44Z,2025-01-17T09:41:39Z,1.0,0.52,Standard rate,N,Manhattan (Union Sq),Manhattan (Gramercy),Credit card,5.8,0.0,0.5,2.11,0.0,1.0,12.66,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-10T19:40:47Z,2025-01-10T20:26:09Z,2.0,18.95,JFK,N,Queens (JFK Airport),Manhattan (Clinton West),Credit card,70.0,5.0,0.5,10.0,6.94,1.0,98.44,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-29T21:08:01Z,2025-01-29T21:16:38Z,2.0,2.09,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Upper East Side North),Credit card,11.4,1.0,0.5,3.0,0.0,1.0,19.4,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-27T11:14:13Z,2025-01-27T11:28:08Z,1.0,1.36,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper East Side North),Credit card,12.8,0.0,0.5,3.36,0.0,1.0,20.16,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-15T04:06:44Z,2025-01-15T04:16:13Z,1.0,1.2,Standard rate,N,Manhattan (Clinton West),Manhattan (Lincoln Square East),Credit card,7.9,4.25,0.5,2.75,0.0,1.0,16.4,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-08T21:59:02Z,2025-01-08T22:07:29Z,2.0,1.3,Standard rate,N,Manhattan (Central Park),Manhattan (Upper West Side South),Credit card,10.0,1.0,0.5,2.36,0.0,1.0,18.11,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-08T22:50:11Z,2025-01-08T23:00:24Z,2.0,2.1,Standard rate,N,Manhattan (West Village),Manhattan (Battery Park City),Credit card,12.1,4.25,0.5,3.57,0.0,1.0,21.42,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-21T22:42:30Z,2025-01-21T22:48:16Z,,0.92,Unknown Ratecode,,Manhattan (West Village),Manhattan (Hudson Sq),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,3.0,,,0.75
"Curb Mobility, LLC",2025-01-18T20:30:58Z,2025-01-18T21:18:43Z,,8.0,Unknown Ratecode,,Queens (Sunnyside),Brooklyn (Park Slope),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,5.0,,,0.75
"Curb Mobility, LLC",2025-01-18T20:53:30Z,2025-01-18T21:00:47Z,1.0,0.97,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Morningside Heights),Credit card,47.1,5.0,0.5,13.11,6.94,1.0,78.65,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-09T13:27:41Z,2025-01-09T13:39:30Z,1.0,1.26,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Midtown North),Credit card,12.1,0.0,0.5,4.21,0.0,1.0,21.06,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-05T12:16:50Z,2025-01-05T12:24:12Z,2.0,1.21,Standard rate,N,Manhattan (UN/Turtle Bay South),Manhattan (Gramercy),Credit card,9.3,0.0,0.5,2.81,0.0,1.0,16.86,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-26T01:19:13Z,2025-01-26T01:27:51Z,,1.39,Unknown Ratecode,,Manhattan (Gramercy),Manhattan (East Chelsea),Flex Fare trip,11.95,0.0,0.5,0.0,0.0,1.0,16.7,,,0.75
"Curb Mobility, LLC",2025-01-29T09:40:16Z,2025-01-29T10:02:00Z,1.0,4.5,Standard rate,N,Brooklyn (Downtown Brooklyn/MetroTech),Manhattan (West Chelsea/Hudson Yards),Credit card,25.4,0.0,0.5,6.03,0.0,1.0,36.18,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-31T09:36:06Z,2025-01-31T09:46:33Z,1.0,1.7,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Greenwich Village North),Credit card,12.1,3.25,0.5,2.0,0.0,1.0,18.85,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-12T01:06:15Z,2025-01-12T01:16:06Z,1.0,2.79,Standard rate,N,Manhattan (East Village),Manhattan (Sutton Place/Turtle Bay North),Credit card,13.5,1.0,0.5,3.85,0.0,1.0,23.1,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-10T15:13:08Z,2025-01-10T15:26:47Z,1.0,1.55,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Lenox Hill West),Credit card,13.5,0.0,0.5,1.82,0.0,1.0,20.07,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-23T23:29:15Z,2025-01-23T23:43:10Z,,1.21,Unknown Ratecode,,Queens (Richmond Hill),Queens (South Ozone Park),Flex Fare trip,9.63,0.0,0.5,0.0,0.0,1.0,11.13,,,0.0
"Creative Mobile Technologies, LLC",2025-01-14T19:26:39Z,2025-01-14T19:35:23Z,1.0,1.9,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Upper West Side South),Credit card,11.4,5.75,0.5,0.0,0.0,1.0,18.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-19T22:01:12Z,2025-01-19T22:06:46Z,,0.59,Unknown Ratecode,,Manhattan (Clinton East),Manhattan (Clinton East),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,2.98,,,0.75
"Curb Mobility, LLC",2025-01-08T16:54:42Z,2025-01-08T17:11:33Z,,0.0,Unknown Ratecode,,Manhattan (Washington Heights South),Manhattan (East Harlem North),Flex Fare trip,18.63,0.0,0.5,0.0,0.0,1.0,20.13,,,0.0
"Curb Mobility, LLC",2025-01-12T14:36:30Z,2025-01-12T15:08:01Z,3.0,4.67,Standard rate,N,Manhattan (Upper East Side North),Manhattan (East Village),Credit card,30.3,0.0,0.5,7.01,0.0,1.0,42.06,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-22T11:15:11Z,2025-01-22T11:31:49Z,1.0,1.4,Standard rate,N,Manhattan (Central Park),Manhattan (Midtown Center),Credit card,14.2,3.25,0.5,3.8,0.0,1.0,22.75,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-29T20:35:20Z,2025-01-29T20:58:59Z,1.0,11.01,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Midtown North),Credit card,45.0,6.0,0.5,12.39,6.94,1.0,76.08,2.5,1.75,0.0
"Curb Mobility, LLC",2025-01-13T16:40:34Z,2025-01-13T16:47:30Z,2.0,0.95,Standard rate,N,Manhattan (Union Sq),Manhattan (Penn Station/Madison Sq West),Credit card,8.6,2.5,0.5,3.17,0.0,1.0,19.02,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-29T14:57:18Z,2025-01-29T15:11:41Z,1.0,2.23,Standard rate,N,Manhattan (Upper East Side North),Manhattan (East Harlem North),Credit card,14.2,0.0,0.5,0.0,0.0,1.0,18.2,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-28T19:03:05Z,2025-01-28T19:16:25Z,1.0,2.2,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Upper West Side South),Cash,14.2,5.0,0.5,0.0,0.0,1.0,20.7,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-03T15:06:49Z,2025-01-03T15:28:14Z,2.0,1.8,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Times Sq/Theatre District),Credit card,19.1,2.5,0.5,4.6,0.0,1.0,27.7,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-24T14:28:10Z,2025-01-24T14:37:55Z,1.0,1.36,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Upper East Side North),Credit card,11.4,0.0,0.5,3.08,0.0,1.0,18.48,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-23T17:41:06Z,2025-01-23T17:55:43Z,1.0,1.46,Standard rate,N,Manhattan (Midtown Center),Manhattan (Upper East Side North),Credit card,13.5,2.5,0.5,2.0,0.0,1.0,22.75,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-03T18:58:57Z,2025-01-03T19:11:51Z,1.0,1.33,Standard rate,N,Manhattan (Clinton East),Manhattan (East Chelsea),Credit card,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-13T09:19:19Z,2025-01-13T09:36:33Z,3.0,1.3,Standard rate,N,Manhattan (Midtown East),Manhattan (West Chelsea/Hudson Yards),Credit card,15.6,3.25,0.5,2.0,0.0,1.0,22.35,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-05T15:36:05Z,2025-01-05T15:38:49Z,1.0,0.46,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Upper West Side South),Cash,5.1,0.0,0.5,0.0,0.0,1.0,9.1,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-23T09:01:46Z,2025-01-23T09:31:29Z,,7.1,Unknown Ratecode,,Manhattan (Hamilton Heights),Manhattan (Midtown South),Flex Fare trip,33.8,0.0,0.5,0.0,0.0,1.0,38.55,,,0.75
"Curb Mobility, LLC",2025-01-15T18:20:51Z,2025-01-15T18:32:40Z,1.0,1.92,Standard rate,N,Manhattan (Murray Hill),Manhattan (Upper East Side South),Credit card,12.8,2.5,0.5,1.0,0.0,1.0,21.05,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-20T07:25:26Z,2025-01-20T07:34:44Z,1.0,1.34,Standard rate,N,Manhattan (Clinton East),Manhattan (Penn Station/Madison Sq West),Credit card,10.0,0.0,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-04T18:51:20Z,2025-01-04T19:02:01Z,1.0,1.01,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Clinton East),Credit card,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-10T12:22:50Z,2025-01-10T12:48:18Z,1.0,7.26,Standard rate,N,Manhattan (Lenox Hill East),Manhattan (Washington Heights South),Cash,35.9,0.0,0.5,0.0,0.0,1.0,39.9,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-17T19:36:06Z,2025-01-17T19:57:33Z,1.0,8.0,Standard rate,N,Queens (LaGuardia Airport),Manhattan (UN/Turtle Bay South),Credit card,32.4,12.5,0.5,10.65,6.94,1.0,63.99,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-21T16:00:53Z,2025-01-21T16:12:48Z,1.0,1.7,Standard rate,N,Manhattan (TriBeCa/Civic Center),Manhattan (Greenwich Village North),Credit card,12.1,2.5,0.5,3.87,0.0,1.0,23.22,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-12T02:56:07Z,2025-01-12T03:16:52Z,,4.22,Unknown Ratecode,,Manhattan (Lower East Side),Manhattan (Lenox Hill West),Flex Fare trip,25.93,0.0,0.5,6.14,0.0,1.0,36.82,,,0.75
"Curb Mobility, LLC",2025-01-29T20:27:41Z,2025-01-29T20:42:28Z,1.0,3.23,Standard rate,N,Manhattan (TriBeCa/Civic Center),Manhattan (Penn Station/Madison Sq West),Credit card,17.7,2.5,0.5,2.5,0.0,1.0,27.45,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-04T19:16:59Z,2025-01-04T19:42:20Z,3.0,2.93,Standard rate,N,Manhattan (Midtown Center),Manhattan (TriBeCa/Civic Center),Credit card,22.6,0.0,0.5,5.32,0.0,1.0,31.92,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-30T17:37:08Z,2025-01-30T18:04:01Z,,0.0,Unknown Ratecode,,Manhattan (Clinton West),Manhattan (East Harlem North),Flex Fare trip,25.78,0.0,0.5,0.0,0.0,1.0,30.53,,,0.75
"Curb Mobility, LLC",2025-01-10T17:27:18Z,2025-01-10T17:31:18Z,1.0,0.78,Standard rate,N,Manhattan (Times Sq/Theatre District),Manhattan (Clinton East),Credit card,6.5,2.5,0.5,1.0,0.0,1.0,14.75,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-30T23:02:08Z,2025-01-30T23:03:13Z,1.0,0.07,JFK,N,Manhattan (Greenwich Village South),Manhattan (SoHo),Cash,-70.0,0.0,-0.5,0.0,0.0,-1.0,-74.75,-2.5,0.0,-0.75
Unknown Vendor,2025-01-31T15:59:55Z,2025-01-31T16:27:35Z,1.0,8.8,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Midtown South),Credit card,38.0,5.0,0.5,10.0,6.94,1.0,66.44,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-17T06:58:41Z,2025-01-17T07:10:51Z,,2.75,Unknown Ratecode,,Manhattan (Lower East Side),Manhattan (East Chelsea),Flex Fare trip,18.98,0.0,0.5,0.0,0.0,1.0,23.73,,,0.75
"Creative Mobile Technologies, LLC",2025-01-22T14:08:30Z,2025-01-22T14:32:37Z,,2.9,Unknown Ratecode,,Manhattan (Upper East Side South),Manhattan (Manhattan Valley),Flex Fare trip,22.26,0.0,0.5,0.0,0.0,1.0,27.01,,,0.75
"Creative Mobile Technologies, LLC",2025-01-31T17:44:53Z,2025-01-31T18:19:09Z,1.0,6.7,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Upper East Side South),Credit card,34.5,12.5,0.5,12.15,0.0,1.0,60.65,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-30T22:51:35Z,2025-01-30T23:04:52Z,,1.79,Unknown Ratecode,,Manhattan (World Trade Center),Manhattan (Two Bridges/Seward Park),Flex Fare trip,11.96,0.0,0.5,0.0,0.0,1.0,16.71,,,0.75
"Curb Mobility, LLC",2025-01-04T18:42:49Z,2025-01-04T18:49:02Z,1.0,0.99,Standard rate,N,Manhattan (Greenwich Village North),Manhattan (SoHo),Credit card,7.2,0.0,0.5,2.8,0.0,1.0,14.0,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-21T17:25:01Z,2025-01-21T17:38:58Z,1.0,2.03,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Yorkville West),Cash,14.9,2.5,0.5,0.0,0.0,1.0,21.4,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-09T13:47:36Z,2025-01-09T14:00:26Z,2.0,2.75,Standard rate,N,Manhattan (Clinton West),Manhattan (Manhattan Valley),Cash,14.9,0.0,0.5,0.0,0.0,1.0,19.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-27T22:00:01Z,2025-01-27T22:21:14Z,1.0,9.85,Standard rate,N,Queens (LaGuardia Airport),Brooklyn (Clinton Hill),Credit card,40.1,6.0,0.5,10.0,0.0,1.0,59.35,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-08T17:15:20Z,2025-01-08T17:43:18Z,2.0,10.91,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Midtown East),Credit card,45.7,7.5,0.5,12.98,6.94,1.0,79.62,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-25T17:39:42Z,2025-01-25T18:10:01Z,1.0,3.58,Standard rate,N,Manhattan (Midtown North),Manhattan (SoHo),Credit card,27.5,0.0,0.5,5.0,0.0,1.0,37.25,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-01T02:18:11Z,2025-01-01T02:29:51Z,,5.45,Unknown Ratecode,,Manhattan (Central Harlem),Manhattan (Lincoln Square West),Flex Fare trip,-8.76,0.0,0.5,0.0,0.0,1.0,-4.76,,,0.0
"Curb Mobility, LLC",2025-01-31T13:27:35Z,2025-01-31T13:42:19Z,1.0,1.86,Standard rate,N,Manhattan (Union Sq),Manhattan (Hudson Sq),Cash,14.9,0.0,0.5,0.0,0.0,1.0,19.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-17T22:39:40Z,2025-01-17T22:57:29Z,,4.0,Unknown Ratecode,,Manhattan (Penn Station/Madison Sq West),Manhattan (Upper West Side North),Flex Fare trip,19.16,0.0,0.5,0.0,0.0,1.0,23.91,,,0.75
"Curb Mobility, LLC",2025-01-08T19:39:06Z,2025-01-08T19:49:41Z,1.0,2.99,Standard rate,N,Manhattan (Lenox Hill East),Manhattan (Alphabet City),Credit card,15.6,2.5,0.5,4.57,0.0,1.0,27.42,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-11T22:17:56Z,2025-01-11T22:36:51Z,,2.49,Unknown Ratecode,,Manhattan (Alphabet City),Manhattan (East Chelsea),Flex Fare trip,15.47,0.0,0.5,0.0,0.0,1.0,20.22,,,0.75
"Creative Mobile Technologies, LLC",2025-01-23T09:03:17Z,2025-01-23T09:03:41Z,1.0,0.0,Standard rate,N,Manhattan (Garment District),Manhattan (Garment District),No charge,3.0,3.25,0.5,0.0,0.0,1.0,7.75,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-22T19:17:40Z,2025-01-22T19:25:07Z,1.0,1.13,Standard rate,N,Manhattan (Little Italy/NoLiTa),Manhattan (Two Bridges/Seward Park),Credit card,8.6,2.5,0.5,3.17,0.0,1.0,19.02,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-23T22:49:36Z,2025-01-23T23:00:03Z,,2.0,Unknown Ratecode,,Manhattan (West Village),Manhattan (West Chelsea/Hudson Yards),Flex Fare trip,13.09,0.0,0.5,0.0,0.0,1.0,17.84,,,0.75
"Creative Mobile Technologies, LLC",2025-01-05T13:16:40Z,2025-01-05T13:26:33Z,,1.4,Unknown Ratecode,,Manhattan (Upper West Side North),Manhattan (Upper East Side South),Flex Fare trip,8.67,0.0,0.5,0.0,0.0,1.0,12.67,,,0.0
"Curb Mobility, LLC",2025-01-21T08:35:19Z,2025-01-21T09:01:28Z,1.0,4.59,Standard rate,N,Brooklyn (Crown Heights North),Manhattan (SoHo),Credit card,33.24,0.0,0.5,0.0,0.0,1.0,37.99,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-03T16:12:57Z,2025-01-03T16:36:37Z,4.0,3.75,Standard rate,N,Manhattan (West Chelsea/Hudson Yards),Manhattan (Battery Park),Credit card,24.0,2.5,0.5,6.1,0.0,1.0,36.6,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-30T23:27:27Z,2025-01-30T23:39:27Z,,1.4,Unknown Ratecode,,Manhattan (West Village),Manhattan (Gramercy),Flex Fare trip,8.6,0.0,0.5,0.0,0.0,1.0,13.35,,,0.75
"Curb Mobility, LLC",2025-01-27T08:44:46Z,2025-01-27T08:50:02Z,,0.98,Unknown Ratecode,,Brooklyn (Crown Heights South),Brooklyn (Prospect-Lefferts Gardens),Flex Fare trip,7.63,0.0,0.5,0.0,0.0,1.0,9.13,,,0.0
"Curb Mobility, LLC",2025-01-13T20:39:08Z,2025-01-13T21:02:36Z,1.0,6.73,Standard rate,N,Manhattan (Midtown East),Bronx (Morrisania/Melrose),Credit card,30.3,1.0,0.5,7.21,0.0,1.0,43.26,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-29T13:17:14Z,2025-01-29T13:29:04Z,1.0,1.39,Standard rate,N,Manhattan (Yorkville East),Manhattan (East Harlem South),Credit card,12.1,0.0,0.5,3.22,0.0,1.0,19.32,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-24T16:42:09Z,2025-01-24T16:47:53Z,,0.0,Unknown Ratecode,,Manhattan (Yorkville East),Manhattan (Upper East Side North),Flex Fare trip,9.83,0.0,0.5,0.0,0.0,1.0,13.83,,,0.0
"Curb Mobility, LLC",2025-01-22T17:45:46Z,2025-01-22T17:54:00Z,,0.0,Unknown Ratecode,,Manhattan (Upper East Side North),Manhattan (Upper East Side South),Flex Fare trip,-4.0,0.0,0.5,0.0,0.0,1.0,1.0,,,0.0
"Curb Mobility, LLC",2025-01-12T19:49:46Z,2025-01-12T20:04:15Z,1.0,2.33,Standard rate,N,Manhattan (Lenox Hill East),Manhattan (Lincoln Square East),Credit card,15.6,0.0,0.5,3.92,0.0,1.0,23.52,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-26T20:03:07Z,2025-01-26T20:08:11Z,2.0,0.7,Standard rate,N,Manhattan (Midtown Center),Manhattan (Sutton Place/Turtle Bay North),Dispute,6.5,0.0,0.5,0.0,0.0,1.0,11.25,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-25T14:37:48Z,2025-01-25T15:28:53Z,1.0,17.9,JFK,N,Queens (JFK Airport),Manhattan (West Chelsea/Hudson Yards),Credit card,70.0,5.0,0.5,15.0,6.94,1.0,98.44,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-18T16:03:23Z,2025-01-18T16:13:02Z,1.0,1.17,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Manhattan Valley),Credit card,10.7,0.0,0.5,2.94,0.0,1.0,17.64,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-04T11:56:30Z,2025-01-04T12:02:18Z,1.0,0.78,Standard rate,N,Manhattan (Yorkville East),Manhattan (Upper East Side North),Credit card,7.2,0.0,0.5,2.24,0.0,1.0,13.44,2.5,0.0,0.0
Unknown Vendor,2025-01-23T15:39:59Z,2025-01-23T15:49:46Z,1.0,1.28,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Lenox Hill West),Credit card,10.0,0.0,0.5,0.0,0.0,1.0,14.0,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-12T14:15:29Z,2025-01-12T14:23:43Z,1.0,1.92,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Central Park),Credit card,11.4,0.0,0.5,1.54,0.0,1.0,16.94,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-09T11:40:48Z,2025-01-09T11:45:20Z,1.0,0.4,Standard rate,N,Manhattan (Yorkville West),Manhattan (Lenox Hill East),Credit card,5.1,2.5,0.5,3.0,0.0,1.0,12.1,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-09T17:24:45Z,2025-01-09T17:53:58Z,1.0,8.52,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Upper East Side North),Credit card,38.7,7.5,0.5,17.14,6.94,1.0,76.03,2.5,1.75,0.0
"Curb Mobility, LLC",2025-01-04T20:12:17Z,2025-01-04T20:32:45Z,1.0,2.39,Standard rate,N,Manhattan (Kips Bay),Manhattan (Meatpacking/West Village West),Credit card,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-24T23:11:50Z,2025-01-24T23:16:32Z,1.0,0.91,Standard rate,N,Manhattan (East Village),Manhattan (Gramercy),Credit card,7.2,1.0,0.5,1.94,0.0,1.0,14.89,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-31T18:53:21Z,2025-01-31T19:10:52Z,1.0,2.8,Standard rate,N,Manhattan (West Chelsea/Hudson Yards),Manhattan (Upper West Side South),Credit card,15.6,5.75,0.5,4.57,0.0,1.0,27.42,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-17T20:57:39Z,2025-01-17T21:01:20Z,1.0,0.43,Standard rate,N,Manhattan (Midtown Center),Manhattan (Times Sq/Theatre District),Credit card,5.1,1.0,0.5,3.26,0.0,1.0,14.11,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-15T21:31:39Z,2025-01-15T21:49:28Z,,2.87,Unknown Ratecode,,Manhattan (Gramercy),Manhattan (Upper East Side South),Flex Fare trip,16.88,0.0,0.5,0.0,0.0,1.0,21.63,,,0.75
"Curb Mobility, LLC",2025-01-24T11:44:49Z,2025-01-24T11:56:50Z,1.0,1.62,Standard rate,N,Manhattan (Midtown Center),Manhattan (Upper West Side South),Credit card,12.1,0.0,0.5,0.0,0.0,1.0,16.85,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-28T15:04:42Z,2025-01-28T15:18:29Z,1.0,4.53,Standard rate,N,Manhattan (TriBeCa/Civic Center),Manhattan (Murray Hill),Credit card,21.2,0.0,0.5,7.78,0.0,1.0,33.73,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-10T08:36:19Z,2025-01-10T08:45:01Z,5.0,0.96,Standard rate,N,Manhattan (Murray Hill),Manhattan (Midtown East),Credit card,9.3,0.0,0.5,2.81,0.0,1.0,16.86,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-31T16:06:40Z,2025-01-31T16:22:33Z,,0.0,Unknown Ratecode,,Manhattan (TriBeCa/Civic Center),Manhattan (Gramercy),Flex Fare trip,14.19,0.0,0.5,0.0,0.0,1.0,18.94,,,0.75
"Curb Mobility, LLC",2025-01-30T20:50:06Z,2025-01-30T20:55:47Z,1.0,-2.5,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Midtown East),Cash,7.9,1.0,0.5,0.0,0.0,1.0,13.65,2.5,0.0,0.75
Unknown Vendor,2025-01-17T08:48:36Z,2025-01-17T08:51:26Z,1.0,1.0,Standard rate,N,Manhattan (West Village),Manhattan (East Chelsea),Credit card,6.5,0.0,0.5,2.25,0.0,1.0,13.5,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-30T19:55:10Z,2025-01-30T20:05:04Z,1.0,1.1,Standard rate,N,Manhattan (Central Park),Manhattan (Upper East Side South),Cash,10.0,5.75,0.5,0.0,0.0,1.0,17.25,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-30T21:39:35Z,2025-01-30T22:07:42Z,1.0,4.54,Standard rate,N,Manhattan (Little Italy/NoLiTa),Brooklyn (Bushwick South),Credit card,28.2,1.0,0.5,8.49,0.0,1.0,42.44,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-22T18:30:12Z,2025-01-22T19:07:03Z,1.0,9.6,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Clinton East),Credit card,45.0,12.5,0.5,13.2,6.94,1.0,79.14,2.5,1.75,0.75
"Creative Mobile Technologies, LLC",2025-01-04T20:37:41Z,2025-01-04T20:42:39Z,1.0,0.8,Standard rate,N,Queens (Astoria),Queens (Queensbridge/Ravenswood),Credit card,5.8,1.0,0.5,4.0,0.0,1.0,12.3,0.0,0.0,0.0
